userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language
E8RaArOhYXGhUJYHvJCQiWMxEz9xdkuC0fMmmtcI=,E8RaArOhYXGhUJYHvJCQiWMxEz9xdkuC0fMmmtcI=,E8RaArOhYXGhUJYHvJCQiWMxEz9xdkuC0fMmmtcI=,"บางพลัด, กรุงเทพมหานคร",กิน​ เที่ยว​  นอน,,0,24,2020-01-13,th
hrifW1xntABOIN2F2TnLexSj3gXlC1k+oaXPb6dBMjY=,hrifW1xntABOIN2F2TnLexSj3gXlC1k+oaXPb6dBMjY=,hrifW1xntABOIN2F2TnLexSj3gXlC1k+oaXPb6dBMjY=,,,,1,5,2019-11-05,en
GFwGGPu6coReqWqD4RmfBQtdPxwD+mDm5SQB4B1aqQ=,GFwGGPu6coReqWqD4RmfBQtdPxwD+mDm5SQB4B1aqQ=,GFwGGPu6coReqWqD4RmfBQtdPxwD+mDm5SQB4B1aqQ=,,,,0,3,2020-01-13,en
qPbKOID8FfDXf+EjqKv8BVFVPHn8A9XwcWlG0P5Pc=,qPbKOID8FfDXf+EjqKv8BVFVPHn8A9XwcWlG0P5Pc=,qPbKOID8FfDXf+EjqKv8BVFVPHn8A9XwcWlG0P5Pc=,,Hi,,14,93,2019-12-09,th
nl+3o3dubeGxsrmp3FmHqdrr6ke8V00Tqj702bDvWh8=,nl+3o3dubeGxsrmp3FmHqdrr6ke8V00Tqj702bDvWh8=,nl+3o3dubeGxsrmp3FmHqdrr6ke8V00Tqj702bDvWh8=,,,,0,1,2020-01-08,en
g9L5WjxjlJpn4qIZE7ylfjtKQQXJoE2fVuWnuAQ1z4=,g9L5WjxjlJpn4qIZE7ylfjtKQQXJoE2fVuWnuAQ1z4=,g9L5WjxjlJpn4qIZE7ylfjtKQQXJoE2fVuWnuAQ1z4=,,,,0,8,2019-12-06,en
mQCAPO82en8+1onaj2rDbQyw1JOLaVtccjX7d2cHWBg=,mQCAPO82en8+1onaj2rDbQyw1JOLaVtccjX7d2cHWBg=,mQCAPO82en8+1onaj2rDbQyw1JOLaVtccjX7d2cHWBg=,,,,1,31,2020-01-08,th
wgbdJ5vOrEtrz40eIxegNI3+r0xbfYLFXmn3Sgs3bP4=,wgbdJ5vOrEtrz40eIxegNI3+r0xbfYLFXmn3Sgs3bP4=,wgbdJ5vOrEtrz40eIxegNI3+r0xbfYLFXmn3Sgs3bP4=,,,,0,4,2020-01-13,th
zwwhjOovHeFqTO7I5MauVexrzmRFVisOQR68Q+OlvI=,zwwhjOovHeFqTO7I5MauVexrzmRFVisOQR68Q+OlvI=,zwwhjOovHeFqTO7I5MauVexrzmRFVisOQR68Q+OlvI=,,,,0,6,2020-01-24,th
58W7qKFvgLqN0XrTO7irQjvDmzKqmQSturHwzvDiYvk=,58W7qKFvgLqN0XrTO7irQjvDmzKqmQSturHwzvDiYvk=,58W7qKFvgLqN0XrTO7irQjvDmzKqmQSturHwzvDiYvk=,,อวกาศ,,1,10,2020-01-08,th
b2zLo7aNjyFtBEerbPw7+ZSV9RBVXDOC+L7XRtQRSEg=,b2zLo7aNjyFtBEerbPw7+ZSV9RBVXDOC+L7XRtQRSEg=,b2zLo7aNjyFtBEerbPw7+ZSV9RBVXDOC+L7XRtQRSEg=,,,,2,7,2020-01-03,th
q5cFcPSHS+xMUFv3NZ67JLsr4RbCtDOLuMepS2rB7c=,q5cFcPSHS+xMUFv3NZ67JLsr4RbCtDOLuMepS2rB7c=,q5cFcPSHS+xMUFv3NZ67JLsr4RbCtDOLuMepS2rB7c=,,แมว,,0,14,2020-01-13,en
M71N8on7zjAnCPDP8LAidDAvpjoU5gOpkQkAATCbYoo=,M71N8on7zjAnCPDP8LAidDAvpjoU5gOpkQkAATCbYoo=,M71N8on7zjAnCPDP8LAidDAvpjoU5gOpkQkAATCbYoo=,,,,0,6,2019-10-03,th
pjEsdjGNNpwIkL5NJJ2u12cBIU7qxnYw51P5FI9I=,pjEsdjGNNpwIkL5NJJ2u12cBIU7qxnYw51P5FI9I=,pjEsdjGNNpwIkL5NJJ2u12cBIU7qxnYw51P5FI9I=,ประเทศไทย,,,0,12,2019-12-08,en
IkT1ga94f4dueFEeHLUZc40iEd5AMjENIB3kGqcY9g=,IkT1ga94f4dueFEeHLUZc40iEd5AMjENIB3kGqcY9g=,IkT1ga94f4dueFEeHLUZc40iEd5AMjENIB3kGqcY9g=,,555455*****/*-,,2,10,2020-01-09,en
Zlj6eabHpDpUGcs6cA7pOsrzJ+uXnEvl6r08v3sUOs=,Zlj6eabHpDpUGcs6cA7pOsrzJ+uXnEvl6r08v3sUOs=,Zlj6eabHpDpUGcs6cA7pOsrzJ+uXnEvl6r08v3sUOs=,,ยินดีที่รู้จัก,,1,9,2019-12-06,en
h4QPsj7JprUmsCMZ3DUKHO19GP0B6+JmN3pWLfJPK0=,h4QPsj7JprUmsCMZ3DUKHO19GP0B6+JmN3pWLfJPK0=,h4QPsj7JprUmsCMZ3DUKHO19GP0B6+JmN3pWLfJPK0=,,เรียกเราอสรพิษแต่อย่าสกิดเดียวจะติดใจ,,1,14,2020-01-09,th
kATaKTh6aR4eq8wHUrlvNwnYnsGiuESgYBsvpcRBe0=,kATaKTh6aR4eq8wHUrlvNwnYnsGiuESgYBsvpcRBe0=,kATaKTh6aR4eq8wHUrlvNwnYnsGiuESgYBsvpcRBe0=,,,,0,1,2020-01-13,en
6Xm6kDd7rjrwjp0cHE1IfotysPHUxT0zrHPMNsKFxA=,6Xm6kDd7rjrwjp0cHE1IfotysPHUxT0zrHPMNsKFxA=,6Xm6kDd7rjrwjp0cHE1IfotysPHUxT0zrHPMNsKFxA=,,,,0,8,2020-01-14,en
+6hfS5DzZdREpYcj7z5W+90iEF4B0rco+qAWbj7sgZI=,+6hfS5DzZdREpYcj7z5W+90iEF4B0rco+qAWbj7sgZI=,+6hfS5DzZdREpYcj7z5W+90iEF4B0rco+qAWbj7sgZI=,,,,1,8,2016-02-23,th
kpqfDWWaNnIpoBtyrSK9XXR8FVBCXCG5+zDmSOQecU=,kpqfDWWaNnIpoBtyrSK9XXR8FVBCXCG5+zDmSOQecU=,kpqfDWWaNnIpoBtyrSK9XXR8FVBCXCG5+zDmSOQecU=,,,,8,139,2019-12-06,en
97pi5TpflnP19zYL38p6g1qLvL7rqyu2YjKRMi1sH0=,97pi5TpflnP19zYL38p6g1qLvL7rqyu2YjKRMi1sH0=,97pi5TpflnP19zYL38p6g1qLvL7rqyu2YjKRMi1sH0=,,,,1,18,2020-01-25,en
cpCjQxRc2ZRXAExBwapUqyVVZJ+pgAFTDTce1HjPwU=,cpCjQxRc2ZRXAExBwapUqyVVZJ+pgAFTDTce1HjPwU=,cpCjQxRc2ZRXAExBwapUqyVVZJ+pgAFTDTce1HjPwU=,,684186469,,2,12,2020-01-09,en
GkBYxm6DvMUBvsmcMVuX0ZfhWFe8+EguwPdKKNXzaI=,GkBYxm6DvMUBvsmcMVuX0ZfhWFe8+EguwPdKKNXzaI=,GkBYxm6DvMUBvsmcMVuX0ZfhWFe8+EguwPdKKNXzaI=,,,,0,2,2020-01-09,th
0hDyzuQ3aDHjfFDgEZfwTLqXqd0MMKgkA8NFS3Qm0=,0hDyzuQ3aDHjfFDgEZfwTLqXqd0MMKgkA8NFS3Qm0=,0hDyzuQ3aDHjfFDgEZfwTLqXqd0MMKgkA8NFS3Qm0=,,,,1,6,2019-12-09,th
cs6ONgL5tEN3JvdTITUd9pQ13Dot59IoAe3LH3+76pE=,cs6ONgL5tEN3JvdTITUd9pQ13Dot59IoAe3LH3+76pE=,cs6ONgL5tEN3JvdTITUd9pQ13Dot59IoAe3LH3+76pE=,,,,0,23,2020-01-14,th
GOiFDrEC6q7CMREtnLg+ndvQoA4OJeUJjnmJKdgVeA4=,GOiFDrEC6q7CMREtnLg+ndvQoA4OJeUJjnmJKdgVeA4=,GOiFDrEC6q7CMREtnLg+ndvQoA4OJeUJjnmJKdgVeA4=,ขอนเเก่น,,,6,43,2019-11-04,th
biIp4PE9DhN41xtS5eNCOPbJznNGYqz2gV0u+xhY6sQ=,biIp4PE9DhN41xtS5eNCOPbJznNGYqz2gV0u+xhY6sQ=,biIp4PE9DhN41xtS5eNCOPbJznNGYqz2gV0u+xhY6sQ=,,,,1,13,2020-01-14,th
lktnIU8UKhYmk56OS2jEPjVTNidDUUnlrlDQCMRsPUA=,lktnIU8UKhYmk56OS2jEPjVTNidDUUnlrlDQCMRsPUA=,lktnIU8UKhYmk56OS2jEPjVTNidDUUnlrlDQCMRsPUA=,,,,17,38,2019-10-01,th
ttnCRZZZdUxfyBKXeATnMZRfVg75Nn1SiwTpRAUfQ0=,ttnCRZZZdUxfyBKXeATnMZRfVg75Nn1SiwTpRAUfQ0=,ttnCRZZZdUxfyBKXeATnMZRfVg75Nn1SiwTpRAUfQ0=,,i am happy,,4,9,2020-01-09,en
SbVV72uqzSKhn90UrBWo22qlX4s6Li0QC6cFbn4g40=,SbVV72uqzSKhn90UrBWo22qlX4s6Li0QC6cFbn4g40=,SbVV72uqzSKhn90UrBWo22qlX4s6Li0QC6cFbn4g40=,,,,0,12,2019-12-23,en
CHcr4XrfT1NqWeKtqRwI4dl4wqi89HgVAtU6iEWKUQ=,CHcr4XrfT1NqWeKtqRwI4dl4wqi89HgVAtU6iEWKUQ=,CHcr4XrfT1NqWeKtqRwI4dl4wqi89HgVAtU6iEWKUQ=,,ไม่แรงอย่าแซงเลย,,0,6,2019-12-08,en
MYDJMhcMKJfmYXSvJOcMze2eeveskEWpcTe1gEeV0=,MYDJMhcMKJfmYXSvJOcMze2eeveskEWpcTe1gEeV0=,MYDJMhcMKJfmYXSvJOcMze2eeveskEWpcTe1gEeV0=,,,,10,1,2019-12-08,th
GvHDvkTr08nE60chHxTk5s9t22AkrO7IIDEFGHvp6Rg=,GvHDvkTr08nE60chHxTk5s9t22AkrO7IIDEFGHvp6Rg=,GvHDvkTr08nE60chHxTk5s9t22AkrO7IIDEFGHvp6Rg=,,,,6,66,2020-01-09,th
r0m+1f+BAf8vzeHWPfu9BPAw6GsSvdvZUwcnq9oPA=,r0m+1f+BAf8vzeHWPfu9BPAw6GsSvdvZUwcnq9oPA=,r0m+1f+BAf8vzeHWPfu9BPAw6GsSvdvZUwcnq9oPA=,,,,3,32,2019-11-06,th
E+Qxs3rAgE5A27m+kK738VvIf159ZXdrdyCYd6mFEg=,E+Qxs3rAgE5A27m+kK738VvIf159ZXdrdyCYd6mFEg=,E+Qxs3rAgE5A27m+kK738VvIf159ZXdrdyCYd6mFEg=,,สวยแบบนี้ยังไม่มีผัวนะรู้ป้าว,,2,7,2019-12-06,en
ReKBLAGqaha+U3sgG1eYjm9cjwpFjfTHiOJtH19q+E=,ReKBLAGqaha+U3sgG1eYjm9cjwpFjfTHiOJtH19q+E=,ReKBLAGqaha+U3sgG1eYjm9cjwpFjfTHiOJtH19q+E=,,,,25,29,2020-01-08,en
28jU7LBGyLr9iDzgTLE9+uuiJaUM+W8vgfgSB5kZYE=,28jU7LBGyLr9iDzgTLE9+uuiJaUM+W8vgfgSB5kZYE=,28jU7LBGyLr9iDzgTLE9+uuiJaUM+W8vgfgSB5kZYE=,,โย่ว,,0,15,2020-01-03,th
s7XDBzOce5F8nkHgod3+S9PsZKVqQT0NywAyPIkNAk4=,s7XDBzOce5F8nkHgod3+S9PsZKVqQT0NywAyPIkNAk4=,s7XDBzOce5F8nkHgod3+S9PsZKVqQT0NywAyPIkNAk4=,,,,3,3,2020-01-07,en
qxuImYPwQ5ecAiyFeiN5NqkbSdPWRbwCxaDbfYnHBnw=,qxuImYPwQ5ecAiyFeiN5NqkbSdPWRbwCxaDbfYnHBnw=,qxuImYPwQ5ecAiyFeiN5NqkbSdPWRbwCxaDbfYnHBnw=,,,,0,56,2020-02-03,en
XdS6EnzGDg5YIOaxStu1pnpDDqmapUi+0rnF0GrJTvE=,XdS6EnzGDg5YIOaxStu1pnpDDqmapUi+0rnF0GrJTvE=,XdS6EnzGDg5YIOaxStu1pnpDDqmapUi+0rnF0GrJTvE=,,ความดีเป็นสิ่งที่ไม่ตาย,,0,4,2020-01-09,en
ZaQA2tVJRSHXyiemQSz6TVMZyb7WMhFZtiBYcxzH3jk=,ZaQA2tVJRSHXyiemQSz6TVMZyb7WMhFZtiBYcxzH3jk=,ZaQA2tVJRSHXyiemQSz6TVMZyb7WMhFZtiBYcxzH3jk=,,Hi,,14,93,2019-12-09,en
pOTaxWhYZEo52aCkPVSfgDhGPu1yFjODHucPp5w44Y=,pOTaxWhYZEo52aCkPVSfgDhGPu1yFjODHucPp5w44Y=,pOTaxWhYZEo52aCkPVSfgDhGPu1yFjODHucPp5w44Y=,,,,1,38,2020-01-02,th
p9n32nnyND6eowjjf7dZFiCF5YVFDxMuRaqJmKwU3As=,p9n32nnyND6eowjjf7dZFiCF5YVFDxMuRaqJmKwU3As=,p9n32nnyND6eowjjf7dZFiCF5YVFDxMuRaqJmKwU3As=,,,,0,31,2020-01-03,th
W64y3qIZHAFz4+rAwuImTEZP4XRKTkNveykdVxsWjrI=,W64y3qIZHAFz4+rAwuImTEZP4XRKTkNveykdVxsWjrI=,W64y3qIZHAFz4+rAwuImTEZP4XRKTkNveykdVxsWjrI=,,,,0,11,2020-01-09,th
s1eSSy797Nenm1FSc39zTeZ1+GaMl15NTdX3EHlojU=,s1eSSy797Nenm1FSc39zTeZ1+GaMl15NTdX3EHlojU=,s1eSSy797Nenm1FSc39zTeZ1+GaMl15NTdX3EHlojU=,,,,2,31,2019-10-02,th
kEHv4s8f9bn8mmf4cqFbJzfdkE51R1jGyQ9LToN87h0=,kEHv4s8f9bn8mmf4cqFbJzfdkE51R1jGyQ9LToN87h0=,kEHv4s8f9bn8mmf4cqFbJzfdkE51R1jGyQ9LToN87h0=,,นักฆ่า ซอยตัน,,1,16,2019-11-22,th
Bn3gLqH81hLrWf1K1oHsVQOTx+SX6JIQT8o3VFoDtXI=,Bn3gLqH81hLrWf1K1oHsVQOTx+SX6JIQT8o3VFoDtXI=,Bn3gLqH81hLrWf1K1oHsVQOTx+SX6JIQT8o3VFoDtXI=,,Hi,,12,93,2020-01-08,en
XLuivTt9EWneiHWuBEXg4vBaKVXCOCgK9THaU93euU=,XLuivTt9EWneiHWuBEXg4vBaKVXCOCgK9THaU93euU=,XLuivTt9EWneiHWuBEXg4vBaKVXCOCgK9THaU93euU=,,,,0,17,2020-01-09,th
XdisvCp6gBsX3Xsn2w8iya6Z2Y0kQZxuvQ4ofONrz0=,XdisvCp6gBsX3Xsn2w8iya6Z2Y0kQZxuvQ4ofONrz0=,XdisvCp6gBsX3Xsn2w8iya6Z2Y0kQZxuvQ4ofONrz0=,,,,0,42,2020-01-14,en
TChe45GKGaCHUsBzl3Evotmhaam3+M7tjtNuWLKtyJU=,TChe45GKGaCHUsBzl3Evotmhaam3+M7tjtNuWLKtyJU=,TChe45GKGaCHUsBzl3Evotmhaam3+M7tjtNuWLKtyJU=,,,,0,10,2019-12-07,en
ihYILKlKhmawPUowUba8dh8ETb4sx6iq1Tcj4tQ+bu0=,ihYILKlKhmawPUowUba8dh8ETb4sx6iq1Tcj4tQ+bu0=,ihYILKlKhmawPUowUba8dh8ETb4sx6iq1Tcj4tQ+bu0=,,,,3,3,2020-01-07,en
SpWJHosGzkEHFgtaqyvHJzGtNn3Xs+r4N4DfTIEYsI=,SpWJHosGzkEHFgtaqyvHJzGtNn3Xs+r4N4DfTIEYsI=,SpWJHosGzkEHFgtaqyvHJzGtNn3Xs+r4N4DfTIEYsI=,,ทุกเรื่องราว,,5,53,2019-12-06,en
dcqB3FTpfcO6Uw5OykkXX3LDIciCqV2KYzY8NVBv7Y=,dcqB3FTpfcO6Uw5OykkXX3LDIciCqV2KYzY8NVBv7Y=,dcqB3FTpfcO6Uw5OykkXX3LDIciCqV2KYzY8NVBv7Y=,,,,1,9,2019-12-07,th
AY56F7lcfIPCx1p6y5EFqbfw3CfIBpQLhW6oVmcI7og=,AY56F7lcfIPCx1p6y5EFqbfw3CfIBpQLhW6oVmcI7og=,AY56F7lcfIPCx1p6y5EFqbfw3CfIBpQLhW6oVmcI7og=,,,,5,42,2020-01-14,th
WFMBpkhxcbUTune21UqGbHz5voZl3nJRb5nj7d0nNDQ=,WFMBpkhxcbUTune21UqGbHz5voZl3nJRb5nj7d0nNDQ=,WFMBpkhxcbUTune21UqGbHz5voZl3nJRb5nj7d0nNDQ=,,,,0,0,2019-12-08,en
dBETmFvl0vZeVVr+GCPGtB4yMOhSv6O6RRZn8Tg0mmc=,dBETmFvl0vZeVVr+GCPGtB4yMOhSv6O6RRZn8Tg0mmc=,dBETmFvl0vZeVVr+GCPGtB4yMOhSv6O6RRZn8Tg0mmc=,,ช่างผมเถอะ,,0,6,2019-12-08,en
zGVunsxnqpd07VeCXY4SJZmwXRrPq9b5PWu2FexBOo=,zGVunsxnqpd07VeCXY4SJZmwXRrPq9b5PWu2FexBOo=,zGVunsxnqpd07VeCXY4SJZmwXRrPq9b5PWu2FexBOo=,,,,1,6,2020-01-09,th
iVLkQ1ddg0QYgNG4wzWLX7rj1yK8DqqVNhK+OKji+s=,iVLkQ1ddg0QYgNG4wzWLX7rj1yK8DqqVNhK+OKji+s=,iVLkQ1ddg0QYgNG4wzWLX7rj1yK8DqqVNhK+OKji+s=,,ข่าวสาร,,0,2,2020-01-13,en
ZAEV4AitlaOpCnBfis19ABRp7dWnbsvIKUWN+OpYMBk=,ZAEV4AitlaOpCnBfis19ABRp7dWnbsvIKUWN+OpYMBk=,ZAEV4AitlaOpCnBfis19ABRp7dWnbsvIKUWN+OpYMBk=,,ขอบคุณ,,0,6,2019-12-07,en
SzZS1uY7wZqjSeYNm3EDBxG0xBWu+k6YfhAPNxkiiM=,SzZS1uY7wZqjSeYNm3EDBxG0xBWu+k6YfhAPNxkiiM=,SzZS1uY7wZqjSeYNm3EDBxG0xBWu+k6YfhAPNxkiiM=,,งดเกรียนนะคะ,,0,17,2020-01-15,en
iS2pivxiAeQT0Ny9NCEPCjSMpoqUSOwp76uJiCkcYM=,iS2pivxiAeQT0Ny9NCEPCjSMpoqUSOwp76uJiCkcYM=,iS2pivxiAeQT0Ny9NCEPCjSMpoqUSOwp76uJiCkcYM=,,,,1,8,2019-12-08,en
MPvhXWRt8oWJu1aEBRxV2x3POSgE357uAlxRx3VuhA=,MPvhXWRt8oWJu1aEBRxV2x3POSgE357uAlxRx3VuhA=,MPvhXWRt8oWJu1aEBRxV2x3POSgE357uAlxRx3VuhA=,,,,0,15,2019-12-16,th
YVg3MSSFr+udGuojKM1XdoMPUVD28QwADGk6TD9mq0A=,YVg3MSSFr+udGuojKM1XdoMPUVD28QwADGk6TD9mq0A=,YVg3MSSFr+udGuojKM1XdoMPUVD28QwADGk6TD9mq0A=,"ชัยภูมิ, จ.ชัยภูมิ",คนไทย,,12,6,2014-10-24,th
Bq0SaHVXKaLX5Xg8lRzlSLoU1KBbIwJnLwdA0piDo=,Bq0SaHVXKaLX5Xg8lRzlSLoU1KBbIwJnLwdA0piDo=,Bq0SaHVXKaLX5Xg8lRzlSLoU1KBbIwJnLwdA0piDo=,,,,1,2,2019-12-24,en
NBPAyWkOd7ZywL+WdC5qNGeMU5S9HhxYqXNws9iG0Xc=,NBPAyWkOd7ZywL+WdC5qNGeMU5S9HhxYqXNws9iG0Xc=,NBPAyWkOd7ZywL+WdC5qNGeMU5S9HhxYqXNws9iG0Xc=,,กินได้ตลอดเวลา,,4,69,2019-12-15,th
kDZ+CvwmOPX33H1vdTA7LBtP76VdiIfcYAHqdOcAwE=,kDZ+CvwmOPX33H1vdTA7LBtP76VdiIfcYAHqdOcAwE=,kDZ+CvwmOPX33H1vdTA7LBtP76VdiIfcYAHqdOcAwE=,,,,0,43,2019-11-06,en
NHbG8WryH7Y7uiuECaVtXflhdO+7QYXcJmf3hYyNUqc=,NHbG8WryH7Y7uiuECaVtXflhdO+7QYXcJmf3hYyNUqc=,NHbG8WryH7Y7uiuECaVtXflhdO+7QYXcJmf3hYyNUqc=,,เรื่องตลก บล็อก ภาพยนตร์ ข่าวธุรกิจ ภาพยนตร์ ฟุตบอล,,0,8,2020-02-20,en
vb+LhxwPwUc6HIMuwuy9yk6sagFdDIkgu0KP4A9dkQ=,vb+LhxwPwUc6HIMuwuy9yk6sagFdDIkgu0KP4A9dkQ=,vb+LhxwPwUc6HIMuwuy9yk6sagFdDIkgu0KP4A9dkQ=,,,,0,19,2020-01-09,en
PKuZRsVV74iBQkHaOIF0Dx9xiqjT1o238jezwYvyqe0=,PKuZRsVV74iBQkHaOIF0Dx9xiqjT1o238jezwYvyqe0=,PKuZRsVV74iBQkHaOIF0Dx9xiqjT1o238jezwYvyqe0=,,,,0,22,2020-01-03,th
DRdJbWQ8N6GrkzaQEJNiAzyNVz7Qjc86JZ88MafvZSE=,DRdJbWQ8N6GrkzaQEJNiAzyNVz7Qjc86JZ88MafvZSE=,DRdJbWQ8N6GrkzaQEJNiAzyNVz7Qjc86JZ88MafvZSE=,,,,0,1,2020-01-09,en
3gUn+IHzbJvoGYiJpX2Mpub7WTkXBkZti+8wvd75sGo=,3gUn+IHzbJvoGYiJpX2Mpub7WTkXBkZti+8wvd75sGo=,3gUn+IHzbJvoGYiJpX2Mpub7WTkXBkZti+8wvd75sGo=,,ใจถึง พึ่งได้ ✌🏻,,1,12,2019-11-06,en
+V5aLQBzw+z8k9PqCwp7jerlV3SLsIGk9pucDqOMa7Q=,+V5aLQBzw+z8k9PqCwp7jerlV3SLsIGk9pucDqOMa7Q=,+V5aLQBzw+z8k9PqCwp7jerlV3SLsIGk9pucDqOMa7Q=,,,,0,29,2020-01-08,th
eKY6spd1PTVNSxV1ITXUyWOq1dekyXCOfkjmQU3qVg=,eKY6spd1PTVNSxV1ITXUyWOq1dekyXCOfkjmQU3qVg=,eKY6spd1PTVNSxV1ITXUyWOq1dekyXCOfkjmQU3qVg=,,,,0,2,2020-01-09,en
DRyylbjggNpxcj6mTrCw1ltpQhJZrDn644JjfPuvqg=,DRyylbjggNpxcj6mTrCw1ltpQhJZrDn644JjfPuvqg=,DRyylbjggNpxcj6mTrCw1ltpQhJZrDn644JjfPuvqg=,,,,0,1,2020-02-21,th
T1cX84ApT84kkawp1D5pcSYtPcsdk8zVgFVyey6vcwo=,T1cX84ApT84kkawp1D5pcSYtPcsdk8zVgFVyey6vcwo=,T1cX84ApT84kkawp1D5pcSYtPcsdk8zVgFVyey6vcwo=,,I'm COMMING!!,,0,7,2020-02-04,en
HH792TcjzaNklQisghdaOAatkPA9Ho6adxkluLtDtxw=,HH792TcjzaNklQisghdaOAatkPA9Ho6adxkluLtDtxw=,HH792TcjzaNklQisghdaOAatkPA9Ho6adxkluLtDtxw=,,,,3,108,2019-12-08,en
N+7qn8lpk2mXeRDWqCMNO95dfKszcrt+bpEGFahNR8=,N+7qn8lpk2mXeRDWqCMNO95dfKszcrt+bpEGFahNR8=,N+7qn8lpk2mXeRDWqCMNO95dfKszcrt+bpEGFahNR8=,loey,single,,0,15,2019-12-07,en
iqrkxnYCAMZQgg3+5Ed5LdmQj0c1WP2eZvJGJU9LZYI=,iqrkxnYCAMZQgg3+5Ed5LdmQj0c1WP2eZvJGJU9LZYI=,iqrkxnYCAMZQgg3+5Ed5LdmQj0c1WP2eZvJGJU9LZYI=,,-,,0,5,2020-02-20,en
